Sign_Order,Sign_Order_Num,Fortune_Level,Palace,Current_Hexagram,Change_Trigger,Changed_Hexagram,Fortune_Category,Five_Elements,Symbol_1,Symbol_2,Symbol_3,Symbol_4,Symbol_5,Poem_Text,Interpretation
第 172 籤,172,中籤,艮宮,漸,六四,遁,平,土,命,命,命,命,命,砍得月中兔，須憑桃李拂，高山來接引，雙喜照雙眉。,要摘下天上的星星、月亮，那是不可能的。可是，要得到月中的玉兔，那也許不難辦到，只需外來的條件，甚至雙喜臨門也完全可能。首先要認識一下你所追求的目標：卯爲瓊林，屬兔，位置在正東方，月中之兔，當然是貴人一路。另外如指事情而言，主要是升學，升職的追求了。 第一個條件是風。桃李枝條款擺，花枝搖曳，靠的都是風，巽如風行天下，故爲雞，外表象徵華麗的裝飾，巽屬木，成事的時間在：甲、乙、卯年、月、日、時。辰(龍)年、月、日、時也大有希望。 如投考文職方面，必有升遷。東南方向，一位草木旁姓氏的女人，亦可助稱一臂之力，或可爲重要媒介。 第二個條件是山，艮爲山。這個貴人在你東北方向，將成爲你的導師，或者是岳父。你的姓氏筆劃中有山作偏旁、有了他的接納或指引，事情就成了。
第 173 籤,173,中上籤,震宮,豫,九四,坤,持平,木,金,火,水,土,木,事遂勿憂煎，春風喜自然，更垂三尺韻，得意獲鱗鮮。,你擔憂的事情就要了結，不必多慮。你可以再一次垂下釣去，必然會有所收穫。這是從字面上去理解這支籤，它的深刻含義當然還遠不止這些。 這裏“春風”和。澤水”，組成上下兩卦，則是六十四卦中的“大過”大過有棟繞曲的象徵，利有所往，則是亨通的吉卦。這就好比婚姻中的年齡差距，比較懸殊，那也不見得是件壞事，應當看作正常的結合。很多事情，有它的特殊性，不可能一概而論，所以往往會有打破常規的舉動。 不要介意外界的風言風語，如人飲水，冷暖自知，這就行了。 也不要憂慮過去的一頁，那也有如歷史。翻過去了。 一切重新開始，預祝你有一個美好的未來！
第 174 籤,174,下下籤,乾宮,剝,六五,不雅,破破,金,水,木,火,土,金,圓又缺，缺又圓，低低密密，要周旋，時來始見緣。,這支籤也是回答有關緣份的預測。當然也不排除其它事項，但都可以作一個事例來參照體味。“好事多磨”。此事翻來覆去，將會有二次以上的反覆。所以，不管是處於低潮，阻力層層的逆境，還是順順當當的好時候，都要控制自己的情緒，用心用意地對待，儘量按照計劃，把事情辦得圓滿，讓所有的人都感到高興，至少是不直接傷害任何人的利益。 時間一到，姻緣就會明明白白地呈現出來，誰都高高興興地承認這個事實。 時間要多久呢？月兒圓又缺，缺又圓，整整一個月，不知你有沒有這樣一份耐心？ 注意謙和待人，禮數週全，緊密他人，控制憤怒，必獲勝利。
第 175 籤,175,下下籤,離宮,蒙,六五,煥,破破,火,土,金,水,木,火,乘病馬，上危坡，防失跌，見磋跎。,“盲人騎瞎馬，夜半臨深池”。你知道這樣亂闖瞎撞，會有多危險嗎？現在的狀況，比起來也好不了多少。雖然人並不盲馬也不瞎，但畢竟乘的是一匹可憐兮兮的病馬，向危機四伏的高坡上顫顫抖抖爬去。要提防馬有失蹄。人會跌倒，引起大大失誤。磋跎：光陰白白地過去，比如歲月磋跎，引伸爲勞而無功，白費時間和力氣的意思。 仔細想來，應當承認是用人不當造成的過失。危坡再險再高，總是要攀越的，不該用一匹病馬，應當走馬換將才是。 在這回事件中、馬人是不可靠的，只會幫你的倒忙，給你添亂子，造成不可估量的損失，西北方向的努力是錯誤的，秋冬之際的天時也是不利的。馬作爲克體乾卦，主有公事之憂，或門戶之憂，或有財寶之失，或於金谷之損，不宜作這兩類買賣。注意不要得罪貴人，並防止頭部的受傷和疾病。
第 176 籤,176,下籤,乾宮,晉,六三,旋,破,金,水,木,火,土,金,兩爭已和金，輕舟遇使風，道迷人得意，歌唱急速中。,同一事件中的兩方，本處於根本對立，難以調和的衝突地位。如今雙方的矛盾都得到緩和而全面的解決，風波總算平息你的包袱也放下了，像卸下重載的輕舟，再次鼓起了生活的風帆。這時候，卻有一股風在暗中使勁，使你的船兒漸漸偏離了航道。可是你並不清楚，一點醒意都沒有，反而在洋洋得意之中，你以爲順風順意，太平無事。你在歌唱，你在歡樂。然而你的帆船正行進在滾滾激流之中。水能載舟，也能覆舟。這支籤希望能將你從麻痹的氛圍中喚醒，讓你對周圍的局勢，有一個重新的認識。 風，對應着易經八卦中的“巽”，巽卦作爲克體時，主有陰陷之事，或盜匪之憂，或失意於水邊人(以水爲偏旁作爲姓氏者的相害)，或生災於酒後，或北方人對你帶來的禍殃。
第 177 籤,177,中上籤,震宮,震,九四,復,持平,木,金,火,水,土,木,白玉蒙塵，黃金埋土，久久光輝，也須人舉。,白玉無理，無價之寶，卻被塵埃所封存；黃金珍貴，價值無窮，畢竟埋藏在深深的泥土中，一時不被人發現。你的品德、智慧和潛在的能力，長時間地未被人認識和發掘，英雄無用武之地，這也許是你大半生的命運特色。 這是不爭的事實，絕非聊以自慰的虛言。我們常說，在家靠父母，出門靠朋友，我們要天天面對一個既精彩又無奈的外面世界，怎不靠朋友多多抬舉？人拾人，無價之寶，你也需要這種鐵哥們。 你需要有個抬舉你的朋友，首先是主動幫助別人。雖然這不是直接的等價交換，但人同此心，心同此理。你的命運，先抬舉別人，後被人抬舉。舍此而無他，不會有人先主動推舉你出來的。 你給予朋友們那麼多的幫助之後，終於有一天被他們發現：你就是那個急難時出現的貴人。
第 178 籤,178,中籤,乾宮,剝,初六,頤,平,金,命,命,命,命,命,不接不穩，上接不和，相纏直擾，平地風波。,這籤詩就象一道謎語，讓人一時猜不透。上接不穩，下接不和象徵的字爲“尖”。這個字由小和大組成，小在上，上接不穩，大在下方，下接當然不和，不平衡。尖的形狀是上小下大，這也是平地起風波的原因。多與少，長與短，小與大本身就是不平衡。若小者自甘小，不爭多少與長短，那也相安無事；若大者能讓其小，分長予短，分多予少，也不會相纏擾。看來，各不相讓，風波難免。 這將是一場“大人”與“小人”的格鬥，挑戰者是“小人”的一這有如以下的幾種人際關係：父母與子女、師生、上級與下屬、老闆與僱員、長官與士兵、兄與弟、姐與妹、妻子與丈夫、正妻與外室、妻與妻(姨太太)等等。 籤詩沒有暗示任何一方在這場風波中的勝負，只是告之主要矛盾的來源，讓你自己開動腦筋去擺平，去渡過這一段動盪的歲月。
第 179 籤,179,中下籤,坤宮,復,六二,臨,平破,土,金,水,木,火,土,背後笑嘻嘻，中行道最宜，所求終有望，不必皺雙眉。,你所追求的目標，還不能馬上成爲現實，因爲出現了阻力和麻煩。不過，你不必爲此而煩惱，也不要爲此而悶悶不樂，更不要氣憤交加，怒火三千丈。事情總會要得到解決的，不過，最重要的是策略一定要對頭。 解決問題的路子有三條：第一是主動地與阻擊者正面接觸，針鋒相對，據理力爭，拼它個不成功則成仁。第二條路子是相反的，不與對方接觸，惹不起咱躲得起，拖邊一時是一時，或者試着繞過這一層阻力。第三條路則是另一個樣，雖不主動找上門去，但也不消極，事在人爲。決不與對方發生正面的衝突，也不找更高的權威壓服對方，而是通過第三者爲你去從中周旋。這個人相當能幹，深豁微笑外交的策略。禮多人不怪，油多不壞菜，而且這條中間路於是肯定合成功的，你看他(她)滿面春風，一團和氣，笑嘻嘻的神態就會相信的。
第 180 籤,180,中籤,離宮,旅,上九,小過,平,火,命,命,命,命,命,憔悴無人問，林間聽杜鵑，一聲山月笛，千里淚涓涓。,多愁善感的人讀了這支籤，恐怕會情緒低落，非常失望。因爲其間表達的意境似乎太寂寞、太悲哀，沒有給予一點點鼓舞，是嗎？其實不然，且聽我特意思一屋屋爲你剖說。你曾經受過不小的打擊和挫折，給身心健康帶來了嚴重的危害。如今處在艱難的歲月和處境中，沒有得到應有的關心和愛護，昔日的朋友們都已離去，你在悽清的林間聽那杜鵑聲聲悲啼，心都要碎了。 可是，終於從遠方傳來了召喚的山笛，在這美麗的夜色中，聲聲向你呼喚，遠方的知音是那樣需要你。那位女性貴人，雖然遠在千里，卻爲你落下了涓涓的淚水，遙寄着相思和感嘆。 不要再在原地自怨自艾，打點行裝，向西南方向的遠方出發吧！
第 181 籤,181,中籤,離宮,未濟,六五,訟,平,火,命,命,命,命,命,菱荷香裏受恩深，桂魄園時印綬新，從此威名山嶽重，光輝直上住絲綸。,四句籤詩將你的命運道得非常分明：因你祖上有德，曾經廣積陰功，所以一直庇佑你得以健康成長，處處逞兇化吉，遇難呈樣。而且命中註定要官場得意，你在官場中如魚得水，不斷升遷，位至絲綸。《禮記》中有：“王言如絲，其出如綸”的說法，故古人稱調旨爲絲綸，引伸官職爲皇上的傳令官，欽差大臣。用今日的標準衡量。當爲員高行政機關的發言人，或最高傳播媒介事業的行政長官。你問以最近的升迂信息。當在今年或來年深秋時節，桂魄園時。何爲掛魄？即桂子。桂熟三秋，屆時將有新任加升。 盼爲官清正，萬民有福。
第 182 籤,182,上籤,離宮,旅,九四,艮,持,火,水,土,木,金,火,花落正逢春，行人在半程，事成還不就，牽絆兩三旬。,落花時節當在春末夏初。仲春落花，所謂不逢時，季節尚早了一些。問到遠方行人也是如此，目前還沒有歸返的打算。因爲要辦的正事還沒有眉目，倒是被其他的事情耽誤了，所以歸期將要推遲二十到三十天左右。好一個“其它的事情”，是好事，還是壞事？當然是壞事。牽和絆，就是兩個不祥的字眼，恐怕會有紐結不清的麻煩事。不是很容易解開的，嚴重的情況，是被繩捆索綁，被人捉拿的麻煩。 所以，如果你在行動之前獨到此籤，在出發的一路之上，均需小心，避開此難切勿與人過多閒聊，恐出禍端。須知“病從口入，禍從口出”。你若擔憂遠方親友，不如爲其多多祈福，保佑平安。並可將亂麻一束，精心解拆，理順梳清。此束亂麻在解拆之前，務要置神龕上拜禱一遍。
第 183 籤,183,中下籤,艮宮,中孚,六三,小畜,平破,土,金,水,木,火,土,欲行還止，徘徊不已，動搖莫強，得止且止。,世間的事情，不是每一樁都能一氣呵成的，正所謂“好事多磨”。事情一開始，就因爲猶豫而停頓了一下。這種動搖，正好說明了你還缺乏足夠的心理準備，因而出現了自信心停的不夠堅定。 這也不是憑空而來，自有不能辦理此事的道理，所以如果不是騎虎之勢，那麼還是停止去辦這件事爲好。 艮如山止，而與民相抗衡的是坤，讓我們從坤卦裏再去搜尋有關信息。 有一位不幸的女人，她是你的老鄉，姓氏中還有土爲部首。 在她困難當頭的時候，你可以儘量幫助她，扶她一把。但不能乘人之危，動什麼惡念頭，去占人家的便宜。那樣的話，最終受到巨大打擊的，反而是你自己。 作好事，積陰德是應當見義勇爲的，如萌生邪念，當立即停止。
第 184 籤,184,中下籤,巽宮,家人,上九,既濟,平破,木,火,土,金,水,木,心下事安然，周旋尚未全，逢龍還有吉，人月永團圓。,你求問的事情，是一件不急不慌，需要時間和機遇方能成就的事。經過一番努力，有了一些結果，但距離成功。還有一段相當長的日子。所以，你不能爲此焦躁，那樣有可能會把關係弄僵，事情辦砸。有一句成語。叫做事緩則圓，就很能適應目前的你，贈勉你這些朋友吧！ 逢上龍這項吉祥之星，人兒會來到，月兒會團圓，直到永永遠遠。 龍在這裏可以理解爲時間，也可以理解爲那位成人之美、助人爲樂的貴人。 公元20OO年，這個世紀之初的第一年就是庚辰——龍年。 以後每隔十二年又到了龍的年份。按照月份而淪，所有的年代中，每逢農曆三月都是龍月，而正月十五，人們也以龍燈盛會來慶賀上元佳節；二月二日，又是龍抬頭的吉祥日；三月三日，便是蟄龍出山的紀念日……
第 185 籤,185,下籤,坎宮,坎,九二,比,破,水,木,火,土,金,水,夢裏說關曲，波深下釣難，利名終有望，目下未開顛。,關曲，挫折和失敗的道理。在夢中將會有人向你講述箇中原由，爲什麼沽名釣謄，追逐利祿那麼難？你現今的情況還是較艱難的，財路十分短缺，正、偏兩路財源均不旺盛。你不願象別人一樣怨天尤人，今天，說是大氣候不行，明天說是某某誤了我。你只想知道真正的原因，究竟是爲什麼？日有所思，夜有所夢。所以，你終於在夢中觸發了靈感，悟出了較爲深刻的原因。那時心境當會好起來，自然會從夢中開懷笑醒。 籤詩中有兩個字，如果忽視了，等於白拍了籤。這兩個字是“被深”。波當然是指水。只是籤詩暗藏天機不講明罷了。水深怕什麼，加長釣絲就是，也不是如此解。“水寒魚不餌”纔是箇中關曲、水很深的地方，魚兒自然也不大活動，奪口吞下魚餌的事幾乎沒有。 此事相關人中，有一水旁姓氏的朋友，此人比較厲害，江湖上頗有些名聲。他(或她)的籍貫當在此地之北，望多加留意。
第 186 籤,186,中上籤,震宮,解,上六,未濟,持平,木,金,火,水,土,木,三前開雲路，營求指日成，許多閒口語，翻作筆歌聲。,要破壞一件事情，非常容易，要辦成一件事卻很難很難。你的艱難，不僅是有形的，還是無形的。那就是諷刺、挖苦、冷盲冷語，暗箭傷人。第一次、第二次都是因爲背後有人搗鬼，說盡了壞話，造成挫折或損失。但你不要氣餒。第三次一開始，就註定了你的成功。那時，東風收開烏雲，傷人暗箭也不管用了，你將一舉成功。 時間將會根短很短出乎你的意外。 姑且不去管那些風言風語的人，只談談“風”這個因素。這位爲你說話的貴人，是個什麼樣的人物：巽如風，巽所對應的人物是長女、文人、寡婦、宗教界人士和信徒。當然這樣說範圍太廣。你巴不得告知她姓簽名誰，那又實在不可能。你讀完這支籤，出門向東南方向去，百步之內，便有答案。如果問及生育問題。第三次懷孕可生女兒，請一定爲她起過帶草木的名字，美而不俗，香而不豔。
第 187 籤,187,中籤,坎宮,節,九二,屯,平,水,命,命,命,命,命,休眷戀，誤前程，終鬧亂，出門庭。,英雄氣短，兒女情長。這句話常常用來形容因情所累誤了大事，造成終生遺恨的入和事。正如一句鼓勵男兒志在四方的俗話，叫做“捨不得嬌妻，做不了好漢”。當然，這個“好漢，也不是人人要做，也不是非要捨得下嬌妻，才能做條好漢。不能一概而論，這題外話，也可不談。總之，你現在所眷念的這個人，終究會要壞你的事，必須馬上離開她(他)。如果還是執迷不悟，繼續將這種關係保持下去，輕則影響本人的前程，嚴重地將破壞一個家庭，造成大亂，家破人亡。 這是一次嚴重警告，也是一劑苦口良藥。 地球照樣還會旋轉，太陽明天還會升起來，你說是不是呢？
第 188 籤,188,中上籤,震宮,解,九二,豫,持平,木,金,火,水,土,木,萬里波濤靜，一天風月閒，利名無阻隔，行路出重關。,籤詩的頭兩句，對仗工整，意境深遠，爲我們織出一幅水天遼闊、情意輕閒的畫卷。古人云：“萬物類象”。指的是各種事物都有可供預測的參考因素。這樣一幅海上輕風圖，也可組成一種卦象，那就是“井”卦。上巽下坎，風在水上，風吹雲散見月明。 名利路途，原來是重關阻隔，前程渺茫。曾經賴以生髮之道，如今時過境遷，不能適應如今的形勢，但如何能東山再起呢？你常常爲時機未到、尚無大用而懊惱，也爲末遇明主，難以發揮而遺憾。你可以用“改邑不改井”的辦法。一邊修理整頓，一邊等待轉通。這樣堅持不懈努力下去，必有大功告成，通達興旺的一天。 邑，是指地方，這裏的改邑指攜遷和小興土木、整治。井，便是名利之並——事業。這裏指不要改變原來的事業方式，大原則是不換行當，不改變服務的大範圍。 祝君早日成功！
第 189 籤,189,上上籤,坎宮,節,上六,中孚,持持,水,土,木,金,火,水,渴望梅，飢畫餅，漫芳心，如捉影，遇虎龍，方可省。,你以往的努力、操勞，都是徒費氣力，好不冤枉。正當渴時有梅只能望，飢的香餅只憑畫，條件反射只能聊解你的心中渴飢，解決不了根本問題。這樣捕風捉影，不着邊際的事情，幹它又有什麼用呢？這種白費心機的勞累，說輕了，它是自我安慰，說重了叫自欺，倒不如歇手賦閒以待天時。何時方能勞而有功，建樹卓著呢？那就需龍虎相遇。屬虎的人在龍年或小龍(蛇)年，屑龍測、龍(蛇)的人遇到龍年，都是大振奮、大有作爲的轉折點。另一種“遇”，就是虎年雖龍月，或龍年虎月，虎月龍日，龍月虎巳。虎爲寅，即農曆正月；龍爲辰，即農曆三月。小至時辰，寅爲早上三點至五點；辰爲上午7點至9點。你可以找到自己對應的幸運時辰。 就人與人的關係而言，那就是屑虎人相遇屬龍貴人搭救；或龍、蛇人相遇屬虎的貴人幫扶。這也是一種相當準確的預示，不能排除。
第 190 籤,190,中下籤,艮宮,漸,上九,蹇,平破,土,金,水,木,火,土,事迷心不迷，事寬心吵寬，一場歡喜念，不久出重關。,你卜問的事情，將有一個吉樣的結局。你將輕鬆、愉快地渡過道道難關，走向自由的天地，走向廣闊的前景。當然是有條件的，那即是必須做到：事迷心不迷，事寬心不寬。這個條件即可說是苛刻的，又可說是寬鬆的，關鍵在於你怎麼做和做得怎麼樣？ 這樣兩條，要做到還真不容易。當事情處於錯綜複雜，有如亂麻的迷局之中，多層次多角度的因家交織成網。你置身其間能不糊塗嗎？你要弄懂各種不同人的最終目的和企圖，並且要衝破各種阻力和障礙，搞清各種路數，使自己變被動爲主動。當事情不再變爲迷亂，一切都有了眉目，而且取得很大很大的成績，這個時候，你能做到不放鬆警惕性，不寬心嗎？不然，功虧一簣，得而復失的後果，也可能會發生。心，絕對不能寬，警惕加上小心翼翼，居安思危，方可衝過最後一關。 這種心態，有如生育、起地雷……等等死裏逃生之問應具備的一樣。
第 191 籤,191,中上籤,坤宮,大壯,初九,恆,持平,土,木,金,火,水,土,夜半渡無船，驚壽恐拍天，月外雲淡處，音信有人傳。,你要渡過這條波濤洶湧的江河嗎？只有一個辦法過渡：乘船。其它辦法都行不通，沒有橋，不能馬馱人背，不能游泳，也沒有空中索道，更沒有飛機。乘船也要掌握最佳時機，半夜裏沒船，而且那種波濤中的驚恐聲，會驚動老天爺，危險極大。當黎明來臨，月兒西斜，晨風吹淡雲彩的時候，就會有人通知你，沒事了，可以動身！我們要談談這位神祕的傳信人。此人有相當於高中以上的文化程度，與江湖各路朋友均有交往。長得也很漂亮，潔白的衣裙使她楚楚動人，亭亭玉立。你不要七猜八想，只當她是一位有能力的公關人士。她向你提供準確的情報，冒着一定的風險。 她並不求你的回報，只是要你體會到這一切是上蒼的指點，是天意，這樣或許你能從此便有了一些悟性，也未可知。 如果語言交流有障礙，你要參考她的手勢和其它方面的暗示，當然你是聰明人，一點便進，可以安然無差渡過去。 下肢方面牽涉風溼的疾患，一定會痊癒。
第 192 籤,192,上籤,兌宮,蹇,九三,比,持,金,火,水,土,木,金,事若羈留，人不出頭，往來閉塞，要見無有。,不論問到任何事情，馬上動手去辦，一刻也不能停留。有病不能拖，立即去看醫生。採取緊急治療，不然便有致命的隱患。到時候“要見無有”，便悔也無補。 有錯即改不能拖，得罪人易，結交人難，更何況此人不能得罪，一但反目成仇，必將造成禍端，災難接踵而至。 有漏必堵不能拖，點點滴滴成江海。漏到空時一點無、家中財物要盤查；人口要防走失，特別要防範紅杏出牆；每日所乘交通工具要認真維修，預防事故發生；有禍也應躲。 總之，要雷勵風行，加快動作的節奏，再也不能拖拖踏踏。 號令要嚴，也要認真檢查所佈置的各項指令，是否都已無誤地執決非危言聳聽，望君認真聽取。
第 193 籤,193,上籤,離宮,未濟,六三,鼎,持,火,水,土,木,金,火,萬里片帆傳，波平浪不驚，行行不阻帶，無處更通津。,不論你有沒有意識到，也不管你有沒有同樣的感覺，你現在到了一個該要轉向的時候。因爲航向繼續不變的話，前面的天時、地利、人和都將對你不利，將有慘重的失敗和危險在等待着你。你這條船也經歷了不少的急流和險灘、大風大浪中闖過了千萬重，但你不能因此而只憑老經驗辦事，而毫不在意。在全新的局勢面前掉以輕心，即是很盲目的。如果你是個商人，要求你轉換一種行業，你的財路將更加通達，減少更多的麻煩環節，因而也更安全、穩妥。 如果你是一個文人，要求你轉換一個研究項目，或者說是課題。教體育或者勝過教語文課。如果是軍人，則要求你在學習軍地兩用學科中，發奮進取。你是一個工人，可不可以換動一個工種，你是一個農夫，可不可以努力當上一個養殖專業戶，一個學生原準備報考文科，是不是改成工科呢？
第 194 籤,194,中下籤,坤宮,需,九五,泰,平破,土,金,水,木,火,土,身歷驚濤，東風便好，太平身退，日下還早。,無論你喜不喜歡過冒險生涯，反正命運決定了你目前的動盪不安，並處在危險、緊張的環境和心境之中。你常常會不由自主地感到危險將臨，周圍環境十分險惡，對自己萬分不利。但東方傳來的消息。往往使你轉危爲安。不論這消息別人介紹，或者是自己去主動獲取，都將對你有益。對你最有利的五行因素是木，你對木也會產生深厚的感情。東南方向，以及春夏之交的季節，都是你的吉祥方位和安時刻，都會導向你的成功，包括東南方向的貴人所給你的無形的幫助。報紙、電臺、廣播等等傳播媒介的消息，來自東南方向的，你都要留意。也許會讓你絕處逢生。 一旦你從困局中，從驚濤中走出來，開始了一種太平歲月時，就應當金盆洗手，從此不再涉險。識得進退，方爲豪俊。 什麼時候退出？當然不是今天。不過，你要牢牢記比這段警言。
第 195 籤,195,中下籤,坎宮,既濟,初九,蹇,平破,水,木,火,土,金,水,鶴歷雲中出，人從月下歸，新歡盈臉笑，不用皺雙眉。,也許沒有人在自己結婚大典的場合，會想到與身邊這位親愛的人只能短短相聚。誰都會抱着一腔天長地久、水無絕期的熱血和誓言，憧憬着美好幸福的未來。可是，陰差陽錯，事與願違，有結合，也會有分離。死亡會奪去其中一位的生命而令其仙逝，杏如黃鶴，一去不歸，留下孤獨的你。 現實世界五光十色的誘惑，也可以使你的那位對你由失望變絕望，背叛誓言，離你而去。那種掉頭而去，乾脆利落的瀟灑。也大大地傷害了你的情感和自尊。“黃鶴一去不復返”，去他媽的。你將從月下迎回一位新歡，讓你重新開始你的第二次青春。 你將不再寂寞，不再煩惱。你感謝天地神靈，賜給你這位月下美人。彌補丁你人生巨大的傷口，充滿了生命的活力。 失婚、失偶，將變得不是十分可怕的事情。從某種意義上說來，壞事也變成了好事。
第 196 籤,196,中籤,巽宮,蠱,上九,升,平,木,命,命,命,命,命,深潭魚可釣，幽谷鳥可羅，只用長久心，不用生疑惑。,魚可釣，鳥可網，真是天上飛的，水裏遊的你都可以獲得，這是多好的局面和時機。羅，願意指網的紋路，這裏作動詞用。 但對這種時局，你卻沒有認識清楚，‘心裏還有太多的疑惑，對自己還沒有足夠的信心。這是大可不必的。只要自己有一顆恆久之心，能夠堅持下去，不折不彎，不動不搖，就一定能戰勝各種挫折，取得最後的勝利。 水中魚利，主北方之喜。或受北方之財。或受三點水傍爲姓氏的人幫助而得發。 空中禽鳥，主山林之益，東南方向進財得喜，或因草木人氏而進利。 這種兩路吉祥的財路，同時出現在你面前，甚至可以守株待兔，無需奔波勞累，你應該有信心了。當然你也可以分兵兩路，同時進行、也是百發百中的。
第 197 籤,197,中籤,巽宮,頤,六五,益,平,木,命,命,命,命,命,進不安，退不可，上下相從，明珠一顆。,進退兩爲難，卡字在中間，原來有一物，明珠閃斑讕。珠，寶也。當然有其昂貴的價值。你發了一筆橫財，數目可觀，想要據爲已有，但有“不義”之嫌。獨吞中下，卡在了喉頭。 下一步該怎麼辦？籤詩以沉默的姿態望着你，一言不發，就看你自己的悟性了。 即有天知、地知、神知，總不能認爲此事絕對“祕密”吧！自古道：“君子愛財，取之有道”，便是教導我們要以正當的手段，誠實的勞動取得心安理得的利益。而不義之財，損公犯私，損人利己。收受賄賂等都是靠的巧取豪奪。明珠卡在喉間，便是一種警告，也可說是必然現象。 能夠真正值得錢財爲身外之物的，也算是一定程度上的悟道了。也許明珠與你有一面之緣，必要從你手中通過、也未可知。但總之，它不屬於你，這倒是毫無疑義的。
第 198 籤,198,下籤,巽宮,巽,九二,漸,破,木,火,土,金,水,木,着着佔先機，其中路不迷，目前無合意，怎免是和非。,因爲你居守中路，不偏不倚。深得成功之道，所以，各方面的條件都比別人優越、超過了人家。在這種不均衡，不匹配的情況下，是不宜與人聯合、合作、合夥、合婚的。如果勉強聯合。電不會長久。必然會很快離散，而且惹起不少的矛盾和是非來，帶來令你頭疼的大麻煩。籤意並不是說不可合，而是認爲你不能操之過急。 “分久必合，合久必分”，既是天下大勢，又是各種小事物的發展必然規律：就象鐘錶一類的精密儀器，組裝運行一段時間後，齒輪也會因磨損產生間隙，而失去它的靈敏度準確度。產生間隙。也就是一種分的現象。小到分子、原子的分合聚化，也是同樣道理。 在合的那一天，便要想到分的那一刻。不是每一個人都會有足夠的精神、物質的準備、因爲合的時候，一團和氣，往往容易忽視這一規律。
第 199 籤,199,中下籤,艮宮,大畜,六四,大有,平破,土,金,水,木,火,土,雀噪高技上，行人古渡頭，半途不了事，日暮轉生愁。,很遣撼，這支籤詩報導的都是不吉利的信息。此籤吉中轉兇。看來是一樁好事，雀噪高校，報的是喜訊、朋友、親人自遠方而來，不日將至。他已經動身了。可是華途之中，卻有其他的事情羈留住。當然這絆住腳的事情是件不小的麻煩，所以不可能將對方準時盼到。 日暮時分，你倚門遠望，盼着這位貴客的來臨，心裏怎麼能不憂愁？ 此籤意含得而復失之兇。如問及婚姻，有第三者的衝撞，難成其美。問及生育，恐爲保胎不力，先兆流產。問及生意，須防半途生變，資財招損，合同票據一類文件，務要手續完備健全。 問及人事調動或離職、離鄉等等，均是不吉的。問及疾病大凶。 意願良好，半途道變，事與願違，只好另待他時。
第 200 籤,200,中籤,震宮,豫,六二,解,平,木,命,命,命,命,命,鑿石得玉，淘沙得珠，眼前目下，何用躊躇。,鑿石必得玉，淘沙必得珠。正如種瓜種豆。必得瓜豆一般，美好的願望必有美好的收成。加上你的計劃，辦事方針，均是對路的，且合時宜，那成功的目標，也必指日可待了。所以，在你躍躍欲試的時候，也就是說目前這個階段，不應該再有什麼猶疑。甩開膀子幹就是。但你還要有堅定的信心和必要的精神準備。 你追求的玉和珠，都是美好難得的寶物，這就象徵着那事業和人物。這個目標並不是淺顯地暴露在陽光下，而是深藏在山一般的巨石當中，海一般的泥沙裏。這就需要你通過艱苦的長期的努力開掘，纔可能得到成功。千萬不要半途而廢。人物也更是如此，知人知面難知心，你要全面深刻地瞭解對方，也不是一朝一夕之功。 好在你這個人有韌性有毅力，對美好事物追求不願輕易罷手，成功是必然的。但願對你的提醒是多餘的。另外一點注意事項是保密，多思和獨立思考，以防他人暗算。
第 201 籤,201,中下籤,坤宮,比,六四,萃,平破,土,金,水,木,火,土,無端風雨催春去，落盡技頭桃李花，桃畔有人歌且笑，知君心事亂如麻。,春光較好，卻被無端風雨惱。這些個風風雨雨，真是毫無道理可言。一夜之間，競將滿枝的桃花，蹂躪得一乾二淨，真是可恨可鄙。可是，卻有人爲此而感到高興，又是唱又是笑的，他踏着那滿地軍落的殘花，歡欣鼓舞。這傢伙，明明知道此刻稱的心情有如一團亂麻，竟會幸災樂禍，拍手稱快。 真是有人哭，有人笑，有人愁，有人喜。 首先來分析這個催花殺手“風雨”，認清其真貌。這是一個團伙，人物較爲複雜；其中頭目有帶草木傍姓氏和帶點水傍姓氏的，能言善道卻內心陰暗，雖然形蹤漂泊不定，但總愛在水邊熱鬧場所出沒。 這個巴不得你倒黴的人，來自北方。他(她)出身名門，性格果斷且又專橫，有極強烈的佔有慾。說是商又不商，說是官員又不是官員。架子十足派頭不小。此人姓氏中帶有金、刂、刀等字樣。
第 202 籤,202,中上籤,艮宮,漸,六二,巽,持平,土,木,金,火,水,土,閬苑一時春，庭前花柳新，聲傳好信息，草木盡欣欣。,閬苑(langyuan浪院)：傳說中神仙所任的地方。《紅樓夢》一書中，將林黛玉比作閬苑仙葩，絳珠仙草。可見你佔有有利的地理應議，再加上春天這個大好時機，便得天時、地利。在這種情況下。人和也就自然應運而生了。如果佔問者的姓氏帶有草、木偏旁，我要首先先祝賀你：如果佔問的對象中有人帶有草木姓氏，我也要祝賀你。這件無往而不利的好事，被你這有福之人逢上了。 這真可謂是“萬事俱備，只欠東風”。自然界的風，在八封中就象徵着命令、書信、媒介、信息。籤意指出成功的重要因素是信息。 信息在各項副業中的重大作用，在今天的社會里越來越被人們所發現、所重視、所運用。你當然也不會忽視的。這就要求你耳聰目明，廣泛收集。加以分析、並且聞風而動。動中取勝。
